ID,Gruppo,Collezione,Editore,Anno,Tipologia,Numero,Soggetto,Squadra / Sezione,Rarità,Condizione,Quantità,Note
Pan_EUR_UEF_S_04_0213,EUR,UEFA Euro 2004 Portugal,Panini,2004,Sticker,213,Martin Petrov,Bulgaria,,,1,
Pan_EUR_UEF_S_04_0212,EUR,UEFA Euro 2004 Portugal,Panini,2004,Sticker,212,Stiliyan Petrov,Bulgaria,,,1,
Pan_EUR_UEF_S_04_0209,EUR,UEFA Euro 2004 Portugal,Panini,2004,Sticker,209,Daniel Borimirov,Bulgaria,,,1,
Pan_EUR_UEF_S_04_0205,EUR,UEFA Euro 2004 Portugal,Panini,2004,Sticker,205,Martin Stankov,Bulgaria,,,2,
Pan_EUR_UEF_S_04_0201,EUR,UEFA Euro 2004 Portugal,Panini,2004,Sticker,201,Zdravko Zdravkov,Bulgaria,,,2,
Pan_EUR_UEF_S_04_0176,EUR,UEFA Euro 2004 Portugal,Panini,2004,Sticker,176,Ivica Olic,Croazia,,,1,
Pan_EUR_UEF_S_04_0170,EUR,UEFA Euro 2004 Portugal,Panini,2004,Sticker,170,Jerko Leko,Croazia,,,1,
Pan_EUR_UEF_S_04_0169,EUR,UEFA Euro 2004 Portugal,Panini,2004,Sticker,169,Jurica Vranjes,Croazia,,,1,
Pan_EUR_UEF_S_04_0162,EUR,UEFA Euro 2004 Portugal,Panini,2004,Sticker,162,Josip Simunic,Croazia,,,1,
Pan_EUR_UEF_S_04_0006,EUR,UEFA Euro 2004 Portugal,Panini,2004,Sticker,6,Squadra,Portogallo,,,1,
Pan_CIT_Cal_S_18_0725,CIT,Calciatori 2017-2018,Panini,2018,Sticker,725,Pellizzer / Ceccarelli / Baraye,Virtus Entella,,,2,
Pan_CIT_Cal_S_18_0519,CIT,Calciatori 2017-2018,Panini,2018,Sticker,519,Cristian Molinaro,Torino,,,1,
Pan_CIT_Cal_S_18_0511,CIT,Calciatori 2017-2018,Panini,2018,Sticker,511,Emiliano Moretti,Torino,,,1,
Pan_CIT_Cal_S_18_0231,CIT,Calciatori 2017-2018,Panini,2018,Sticker,231,Martin Caceres,Hellas Verona,,,1,
Pan_CIT_Cal_S_18_0079,CIT,Calciatori 2017-2018,Panini,2018,Sticker,79,Federico Di Francesco,Bologna,,,1,
Pan_CIT_Cal_S_03_0641,CIT,Calciatori 2002-2003,Panini,2003,Sticker,641,Squadra,Reggiana,,,4,
Pan_CIT_Cal_S_03_0609,CIT,Calciatori 2002-2003,Panini,2003,Sticker,609,Mazzola / Cassetti,Hellas Verona,,,1,
Pan_CIT_Cal_S_03_0566,CIT,Calciatori 2002-2003,Panini,2003,Sticker,566,Palombo / Gasbarroni,Sampdoria,,,2,
Pan_CIT_Cal_S_03_0510,CIT,Calciatori 2002-2003,Panini,2003,Sticker,510,Carparelli / Niculescu,Genoa,,,1,
Pan_CIT_Cal_S_03_0501,CIT,Calciatori 2002-2003,Panini,2003,Sticker,501,Guidoni / Antonelli Agomeri,Cosenza,,,1,
Pan_CIT_Cal_S_03_0493,CIT,Calciatori 2002-2003,Panini,2003,Sticker,493,Bucchi / Oliveira,Catania,,,1,
Pan_CIT_Cal_S_03_0089,CIT,Calciatori 2002-2003,Panini,2003,Sticker,89,Daniel Andersson,Chievo Verona,,,1,
Pan_CIT_Cal_S_03_0014,CIT,Calciatori 2002-2003,Panini,2003,Sticker,14,Carmien Gautieri,Atalanta,,,1,
Pan_CIT_Cal_S_03_0011,CIT,Calciatori 2002-2003,Panini,2003,Sticker,11,Cesare Natali,Atalanta,,,2,
Pan_CIT_Cal_S_94_0590,CIT,Calciatori 1993-1994,Panini,1994,Sticker,590,Squadra,Avellino,,,1,
Pan_CIT_Cal_S_94_0548,CIT,Calciatori 1993-1994,Panini,1994,Sticker,548,Guerra / Fioretti,Hellas Verona,,,1,
Pan_CIT_Cal_S_94_0537,CIT,Calciatori 1993-1994,Panini,1994,Sticker,537,Squadra,Venezia,,,1,
Pan_CIT_Cal_S_94_0379,CIT,Calciatori 1993-1994,Panini,1994,Sticker,379,Gianluca Vialli,Sampdoria,Caricatura,,1,
Pan_CIT_Cal_S_94_0340,CIT,Calciatori 1993-1994,Panini,1994,Sticker,340,Stefano Rossini,Udinese,,,1,
Pan_CIT_Cal_S_94_0302,CIT,Calciatori 1993-1994,Panini,1994,Sticker,302,Fausto Salsano,Sampdoria,,,1,
Pan_CIT_Cal_S_94_0289,CIT,Calciatori 1993-1994,Panini,1994,Sticker,289,Gianluca Pagliuca,Sampdoria,,,1,
Pan_CIT_Cal_S_94_0285,CIT,Calciatori 1993-1994,Panini,1994,Sticker,285,Miassimiliano Cappioli,Roma,,,1,
Pan_CIT_Cal_S_94_0201,CIT,Calciatori 1993-1994,Panini,1994,Sticker,201,Roberto Bordin,Napoli,,,1,
Pan_CIT_Cal_S_94_0164,CIT,Calciatori 1993-1994,Panini,1994,Sticker,164,Orazio Russo,Lecce,,,1,
Pan_CIT_Cal_S_94_0073,CIT,Calciatori 1993-1994,Panini,1994,Sticker,73,Giordano Caini,Foggia,,,1,
Pan_CIT_Cal_S_94_0067,CIT,Calciatori 1993-1994,Panini,1994,Sticker,67,Pierpaolo Bresciani,Foggia,,,1,
Pan_CIT_Cal_S_15_V15,CIT,Calciatori 2014-2015,Panini,2015,Sticker,V15,Squadra,Frosinone,Film del Campionato,,1,
Pan_CIT_Cal_S_15_V12,CIT,Calciatori 2014-2015,Panini,2015,Sticker,V12,Massimiliano Allegri,Juventus,Film del Campionato,,1,
Pan_CIT_Cal_S_15_V11,CIT,Calciatori 2014-2015,Panini,2015,Sticker,V11,Felipe Anderson,Lazio,Film del Campionato,,1,
Pan_CIT_Cal_S_15_V10,CIT,Calciatori 2014-2015,Panini,2015,Sticker,V10,Luca Toni / Mauro Icardi,Hellas Verona / Inter,Film del Campionato,,1,
Pan_CIT_Cal_S_15_V9,CIT,Calciatori 2014-2015,Panini,2015,Sticker,V9,Carlos Tevez,Juventus,Film del Campionato,,1,
Pan_CIT_Cal_S_15_0470,CIT,Calciatori 2014-2015,Panini,2015,Sticker,470,Francesco Magnanelli,Sassuolo,,,1,
Pan_CIT_Cal_S_15_0360,CIT,Calciatori 2014-2015,Panini,2015,Sticker,360,Paulo Dybala,Palermo,,,1,
Pan_CIT_Cal_S_10_0718,CIT,Calciatori 2009-2010,Panini,2010,Sticker,718,Altro,Altro,,,1,
Pan_CIT_Cal_S_10_0572,CIT,Calciatori 2009-2010,Panini,2010,Sticker,572,Mora / Consonni / Carobbio,Grosseto,,,1,
Pan_CIT_Cal_S_10_0493,CIT,Calciatori 2009-2010,Panini,2010,Sticker,493,Logo,Albinoleffe / Ancona,,,1,
Pan_CIT_Cal_S_10_0468,CIT,Calciatori 2009-2010,Panini,2010,Sticker,468,Giovanni Pasquale,Udinese,,,1,
Pan_CIT_Cal_S_10_0165,CIT,Calciatori 2009-2010,Panini,2010,Sticker,165,Stevan Jovetic,Fiorentina,,,1,
Pan_CIT_Cal_S_10_0154,CIT,Calciatori 2009-2010,Panini,2010,Sticker,154,Manuel Pasqual,Fiorentina,,,1,
Pan_CIT_Cal_S_10_0109,CIT,Calciatori 2009-2010,Panini,2010,Sticker,109,Ezequiel Carboni,Catania,,,1,
Pan_CIT_Cal_S_10_0105,CIT,Calciatori 2009-2010,Panini,2010,Sticker,105,Ciro Capuano,Catania,,,1,
Pan_CIT_Cal_S_10_0046,CIT,Calciatori 2009-2010,Panini,2010,Sticker,46,Paulo Vitor Barreto,Bari,,,1,
Pan_CIT_Cal_S_10_0033,CIT,Calciatori 2009-2010,Panini,2010,Sticker,33,Leonardo Banucci,Bari,,,1,
Pan_CIT_Cal_S_09_0286,CIT,Calciatori 2008-2009,Panini,2009,Sticker,286,Filippo Inzaghi,Milan,,,1,
Pan_CIT_Cal_S_09_0210,CIT,Calciatori 2008-2009,Panini,2009,Sticker,210,Pavel Nedved,Juventus,,,1,
Pan_CIT_Cal_S_09_0187,CIT,Calciatori 2008-2009,Panini,2009,Sticker,187,Figo,Inter,,,1,
Pan_CIT_Cal_S_09_0510,CIT,Calciatori 2008-2009,Panini,2009,Sticker,510,Esposito / Ranocchia / Masiello / Gazzi,Bari,,,1,
Pan_CHL_UEF_S_09_0559,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,559,Manchester United FC,UEFA Champions League Legend,,,1,
Pan_CHL_UEF_S_09_0509,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,509,George Ogararu,FC Steaua Bucureşti,,,3,
Pan_CHL_UEF_S_09_0505,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,505,Sorin Ghionea,FC Steaua Bucureşti,,,1,
Pan_CHL_UEF_S_09_0504,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,504,Dorin Goian,FC Steaua Bucureşti,,,2,
Pan_CHL_UEF_S_09_0503,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,503,Robinson Zapata,FC Steaua Bucureşti,,,1,
Pan_CHL_UEF_S_09_0472,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,472,Tomas Hübschman,FC Shakhtar Donetsk,,,1,
Pan_CHL_UEF_S_09_0470,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,470,Olexandr Kucher,FC Shakhtar Donetsk,,,1,
Pan_CHL_UEF_S_09_0464,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,464,Jeremy Menez,AS Roma,,,3,
Pan_CHL_UEF_S_09_0457,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,457,Marco Cassetti,AS Roma,,,2,
Pan_CHL_UEF_S_09_0433,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,433,Danny Koevermans,PSV Eindhoven,,,1,
Pan_CHL_UEF_S_09_0431,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,431,Nordin Amrabat,PSV Eindhoven,,,2,
Pan_CHL_UEF_S_09_0422,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,422,Dirk Marcellis,PSV Eindhoven,,,2,
Pan_CHL_UEF_S_09_0399,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,399,Rodrigo,Panathinaikos FC,,,1,
Pan_CHL_UEF_S_09_0392,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,392,Marcelo Mattos,Panathinaikos FC,,,1,
Pan_CHL_UEF_S_09_0341,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,341,Xabi Alonso,Liverpool FC,,,2,
Pan_CHL_UEF_S_09_0326,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,326,Pavel Nedved,Juventus,,,2,
Pan_CHL_UEF_S_09_0313,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,313,Zlatan Ibrahimovic,FC Internazionale Milano,,,2,
Pan_CHL_UEF_S_09_0305,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,305,Javier Zanetti,FC Internazionale Milano,,,1,
Pan_CHL_UEF_S_09_0300,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,300,Ivan Ramiro Cordoba,FC Internazionale Milano,,,1,
Pan_CHL_UEF_S_09_0259,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,259,Oleksandr Aliyev,FC Dynamo Kyiv,,,1,
Pan_CHL_UEF_S_09_0228,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,228,Ciprian Deac,CFR 1907 Cluj,,,1,
Pan_CHL_UEF_S_09_0226,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,226,Emmanuel Kone,CFR 1907 Cluj,,,1,
Pan_CHL_UEF_S_09_0222,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,222,Cristian Sanchez,CFR 1907 Cluj,,,1,
Pan_CHL_UEF_S_09_0214,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,214,Eduard Stancioiu,CFR 1907 Cluj,,,2,
Pan_CHL_UEF_S_09_0203,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,203,Paul Hartley,Celtic FC,,,1,
Pan_CHL_UEF_S_09_0196,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,196,Club Emblem,Celtic FC,,,1,
Pan_CHL_UEF_S_09_0182,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,182,Per Mertesacker,Werder Bremen,,,1,
Pan_CHL_UEF_S_09_0170,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,170,Fernando Menegazzo,FC Girondins De Bordeaux,,,1,
Pan_CHL_UEF_S_09_0136,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,136,Aliaksandr Ermakovich,FC BATE Borisov,,,1,
Pan_CHL_UEF_S_09_0067,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,67,Aaron Ramsey,Arsenal FC,,,1,
Pan_CHL_UEF_S_09_0001,CHL,UEFA Champions League 2008-2009,Panini,2009,Sticker,1,UEFA Champions League Logo,Introduction,,,1,
Pan_WOR_FIF_S_18_0600,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,600,Bartosz Bereszyński,Poland,,,1,
Pan_WOR_FIF_S_18_0593,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,593,Team Photo,Poland,,,1,
Pan_WOR_FIF_S_18_0583,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,583,Alex Oxlade-Chamberlain,England,,,4,
Pan_WOR_FIF_S_18_0554,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,554,Aymen Mathlouthi,Tunisia,,,1,
Pan_WOR_FIF_S_18_0548,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,548,Blas Pérez,Panama,,,2,
Pan_WOR_FIF_S_18_0502,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,502,Ki Sung-yueng,Korea Republic,,,1,
Pan_WOR_FIF_S_18_0497,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,497,Kwak Taehwi,Korea Republic,,,2,
Pan_WOR_FIF_S_18_0470,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,470,Javier Hernández,Mexico,,,3,
Pan_WOR_FIF_S_18_0469,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,469,Carlos Vela,Mexico,,,1,
Pan_WOR_FIF_S_18_0467,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,467,Hirving Lozano,Mexico,,,1,
Pan_WOR_FIF_S_18_0459,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,459,Miguel Layún,Mexico,,,1,
Pan_WOR_FIF_S_18_0457,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,457,Héctor Moreno,Mexico,,,2,
Pan_WOR_FIF_S_18_0454,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,454,Guillermo Ochoa,Mexico,,,2,
Pan_WOR_FIF_S_18_0453,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,453,Team Photo,Mexico,,,2,
Pan_WOR_FIF_S_18_0450,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,450,Thomas Müller,Germany,,,2,
Pan_WOR_FIF_S_18_0449,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,449,Mario Götze,Germany,,,1,
Pan_WOR_FIF_S_18_0433,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,433,Team Photo,Germany,,,1,
Pan_WOR_FIF_S_18_0424,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,424,Nemanja Matić,Serbia,,,1,
Pan_WOR_FIF_S_18_0413,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,413,Team Photo,Serbia,,,3,
Pan_WOR_FIF_S_18_0405,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,405,Christian Bolaños,Costa Rica,,,3,
Pan_WOR_FIF_S_18_0388,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,388,Breel Embolo,Switzerland,,,1,
Pan_WOR_FIF_S_18_0382,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,382,Steven Zuber,Switzerland,,,1,
Pan_WOR_FIF_S_18_0377,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,377,Michael Lang,Switzerland,,,1,
Pan_WOR_FIF_S_18_0372,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,372,Emblem,Switzerland,,,1,
Pan_WOR_FIF_S_18_0342,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,342,Ogenyi Onazi,Nigeria,,,1,
Pan_WOR_FIF_S_18_0313,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,313,Team Photo,Croatia,,,1,
Pan_WOR_FIF_S_18_0293,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,293,Team Photo,Iceland,,,2,
Pan_WOR_FIF_S_18_0242,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,242,Christian Cueva,Peru,,,1,
Pan_WOR_FIF_S_18_0225,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,225,Massimo Luongo,Australia,,,1,
Pan_WOR_FIF_S_18_0185,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,185,Alireza Jahanbakhsh,Iran,,,1,
Pan_WOR_FIF_S_18_0157,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,157,Romain Saïss,Morocco,,,1,
Pan_WOR_FIF_S_18_0114,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,114,Rui Patrício,Portugal,,,4,
Pan_WOR_FIF_S_18_0113,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,113,Team Photo,Portugal,,,3,
Pan_WOR_FIF_S_18_0082,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,82,Saad El-Din Samir,Egypt,,,1,
Pan_WOR_FIF_S_18_0071,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,71,Fahad Al-Muwallad,Saudi Arabia,,,1,
Pan_WOR_FIF_S_18_0063,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,63,Salman Al-Faraj,Saudi Arabia,,,1,
Pan_WOR_FIF_S_18_0042,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,42,Denis Glushakov,Russia,,,1,
Pan_WOR_FIF_S_18_0036,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,36,Viktor Vasin,Russia,,,3,
Pan_WOR_FIF_S_18_0010,WOR,FIFA World Cup Russia 2018,Panini,2018,Sticker,10,Kazan Arena,Stadiums,,,2,
Pan_CIT_Cal_S_19_C20,CIT,Calciatori 2018-2019,Panini,2019,Sticker,C20,Casteddu fortificato Cagliari / Sardegna Arena,Film del Campionato,Film del Campionato,,1,
Pan_CIT_Cal_S_19_C19,CIT,Calciatori 2018-2019,Panini,2019,Sticker,C19,Record di imbattibilitá Salvatore Sirigu,Film del Campionato,Film del Campionato,,1,
Pan_CIT_Cal_S_19_C18,CIT,Calciatori 2018-2019,Panini,2019,Sticker,C18,Il saluto del capitano Marek Hamšík,Film del Campionato,Film del Campionato,,1,
Pan_CIT_Cal_S_19_C17,CIT,Calciatori 2018-2019,Panini,2019,Sticker,C17,Derby per l'Europa Lazio - Roma,Film del Campionato,Film del Campionato,,1,
Pan_CIT_Cal_S_19_C16,CIT,Calciatori 2018-2019,Panini,2019,Sticker,C16,Match Scudetto Napoli - Juventus (La Gazzetta dello Sport),Film del Campionato,Film del Campionato,,1,
Pan_CIT_Cal_S_19_0725,CIT,Calciatori 2018-2019,Panini,2019,Sticker,725,Simone Scuffet - Claud Adjapong - Davide Calabria,Nazionale Under 21,,,1,
Pan_CIT_Cal_S_19_0724,CIT,Calciatori 2018-2019,Panini,2019,Sticker,724,Ilaria Mauro - Cristiana Girelli - Daniela Sabatino,Nazionale Femminile,,,1,
Pan_CIT_Cal_S_19_0718,CIT,Calciatori 2018-2019,Panini,2019,Sticker,718,Squadra Sassuolo,Sassuolo,,,6,
Pan_CIT_Cal_S_19_0708,CIT,Calciatori 2018-2019,Panini,2019,Sticker,708,Squadra Atalanta Mozzanica,Atalanta Mozzanica,,,3,
Pan_CIT_Cal_S_19_0702,CIT,Calciatori 2018-2019,Panini,2019,Sticker,702,Luca Lezzerini - Guglielmo Vicario - Maurizio Domizzi,Venezia,,,9,
Pan_CIT_Cal_S_19_0698,CIT,Calciatori 2018-2019,Panini,2019,Sticker,698,Luca Mora - Marco Crimi - Matteo Ricci,Spezia,,,1,
Pan_CIT_Cal_S_19_0684,CIT,Calciatori 2018-2019,Panini,2019,Sticker,684,Christian Capone - Manuel Marras - Mirko Antonucci,Pescara,,,3,
Pan_CIT_Cal_S_19_0670,CIT,Calciatori 2018-2019,Panini,2019,Sticker,670,Aleksandar Trajkovski - George Pușcaș - Ilija Nestorovski,Palermo,,,1,
Pan_CIT_Cal_S_19_0650,CIT,Calciatori 2018-2019,Panini,2019,Sticker,650,Luca Mazzoni - Lukáš Zima - Dario Dainelli,Livorno,,,5,
Pan_CIT_Cal_S_19_0644,CIT,Calciatori 2018-2019,Panini,2019,Sticker,644,Biagio Meccariello - Lorenzo Venuti - Franco Lepore,Lecce,,,2,
Pan_CIT_Cal_S_19_0639,CIT,Calciatori 2018-2019,Panini,2019,Sticker,639,Santiago Colombatto - Karamoko Cissé - Antonino Ragusa,Hellas Verona,,,2,
Pan_CIT_Cal_S_19_0633,CIT,Calciatori 2018-2019,Panini,2019,Sticker,633,Scudetto Hellas Verona - Scudetto Lecce,Hellas Verona/Lecce,,,1,
Pan_CIT_Cal_S_19_0631,CIT,Calciatori 2018-2019,Panini,2019,Sticker,631,Lucas Chiaretti - Francesco Deli - Emanuele Cicerelli,Foggia,,,2,
Pan_CIT_Cal_S_19_0626,CIT,Calciatori 2018-2019,Panini,2019,Sticker,626,Squadra Foggia,Foggia,,,1,
Pan_CIT_Cal_S_19_0620,CIT,Calciatori 2018-2019,Panini,2019,Sticker,620,Alex Cordaz - Marco Festa - Bruno Martella,Crotone,,,8,
Pan_CIT_Cal_S_19_0618,CIT,Calciatori 2018-2019,Panini,2019,Sticker,618,Scudetto Crotone - Scudetto Foggia,Crotone/Foggia,,,2,
Pan_CIT_Cal_S_19_0609,CIT,Calciatori 2018-2019,Panini,2019,Sticker,609,Luca Garritano - Allan Baclet - Gennaro Tutino,Cosenza,,,3,
Pan_CIT_Cal_S_19_0608,CIT,Calciatori 2018-2019,Panini,2019,Sticker,608,Domenico Mungo - Mirko Bruccini - Luca Verna,Cosenza,,,1,
Pan_CIT_Cal_S_19_0605,CIT,Calciatori 2018-2019,Panini,2019,Sticker,605,Umberto Saracco - Michele Cerofolini - Angelo Corsi,Cosenza,,,1,
Pan_CIT_Cal_S_19_0599,CIT,Calciatori 2018-2019,Panini,2019,Sticker,599,Luca Ghiringhelli - Domenico Frare - Simone Branca,Cittadella,,,1,
Pan_CIT_Cal_S_19_0591,CIT,Calciatori 2018-2019,Panini,2019,Sticker,591,Alessio Sabbione - Tobias Pachonik - Emanuele Suagher,Carpi,,,3,
Pan_CIT_Cal_S_19_0587,CIT,Calciatori 2018-2019,Panini,2019,Sticker,587,Nikolas Špalek - Alfredo Donnarumma - Ernesto Torregrossa,Brescia,,,2,
Pan_CIT_Cal_S_19_0579,CIT,Calciatori 2018-2019,Panini,2019,Sticker,579,Filippo Bandinelli - Riccardo Improta - Federico Ricci,Benevento,,,2,
Pan_CIT_Cal_S_19_0571,CIT,Calciatori 2018-2019,Panini,2019,Sticker,571,Davide Frattesi - Enrico Baldini - Giacomo Beretta,Ascoli,,,5,
Pan_CIT_Cal_S_19_0555,CIT,Calciatori 2018-2019,Panini,2019,Sticker,555,Rodrigo De Paul,Udinese,,,1,
Pan_CIT_Cal_S_19_0529,CIT,Calciatori 2018-2019,Panini,2019,Sticker,529,Simone Edera,Torino,,,4,
Pan_CIT_Cal_S_19_0524,CIT,Calciatori 2018-2019,Panini,2019,Sticker,524,Tomás Rincón,Torino,,,2,
Pan_CIT_Cal_S_19_0486,CIT,Calciatori 2018-2019,Panini,2019,Sticker,486,Johan Djourou,Spal,,,1,
Pan_CIT_Cal_S_19_0475,CIT,Calciatori 2018-2019,Panini,2019,Sticker,475,Babacar,Sassuolo,,,1,
Pan_CIT_Cal_S_19_0474,CIT,Calciatori 2018-2019,Panini,2019,Sticker,474,Domenico Berardi,Sassuolo,,,2,
Pan_CIT_Cal_S_19_0450,CIT,Calciatori 2018-2019,Panini,2019,Sticker,450,Maglia Sampdoria,Sampdoria,,,1,
Pan_CIT_Cal_S_19_0417,CIT,Calciatori 2018-2019,Panini,2019,Sticker,417,Justin Kluivert,Roma,,,1,
Pan_CIT_Cal_S_19_0410,CIT,Calciatori 2018-2019,Panini,2019,Sticker,410,Daniele De Rossi,Roma,,,1,
Pan_CIT_Cal_S_19_0375,CIT,Calciatori 2018-2019,Panini,2019,Sticker,375,Federico Dimarco,Parma,,,1,
Pan_CIT_Cal_S_19_0336,CIT,Calciatori 2018-2019,Panini,2019,Sticker,336,Gonzalo Higuaín,Milan,,,3,
Pan_CIT_Cal_S_19_0293,CIT,Calciatori 2018-2019,Panini,2019,Sticker,293,Stadio Lazio,Lazio,,,1,
Pan_CIT_Cal_S_19_0255,CIT,Calciatori 2018-2019,Panini,2019,Sticker,255,Squadra Inter,Inter,,,3,
Pan_CIT_Cal_S_19_0253,CIT,Calciatori 2018-2019,Panini,2019,Sticker,253,Maglia Inter,Inter,,,2,
Pan_CIT_Cal_S_19_0213,CIT,Calciatori 2018-2019,Panini,2019,Sticker,213,Daniel Bessa,Genoa,,,2,
Pan_CIT_Cal_S_19_0192,CIT,Calciatori 2018-2019,Panini,2019,Sticker,192,Camillo Ciano,Frosinone,,,1,
Pan_CIT_Cal_S_19_0111,CIT,Calciatori 2018-2019,Panini,2019,Sticker,111,Mariusz Stępiński,ChievoVerona,,,2,
Pan_CIT_Cal_S_19_0047,CIT,Calciatori 2018-2019,Panini,2019,Sticker,47,Blerim Džemaili,Bologna,,,1,
Pan_CIT_Cal_S_19_0045,CIT,Calciatori 2018-2019,Panini,2019,Sticker,45,Godfred Donsah,Bologna,,,1,
Pan_CIT_Cal_S_19_0036,CIT,Calciatori 2018-2019,Panini,2019,Sticker,36,Sebastien De Maio,Bologna,,,2,
Pan_CIT_Cal_S_19_0032,CIT,Calciatori 2018-2019,Panini,2019,Sticker,32,Gian Piero Gasperini (Allenatore),Atalanta,,,2,
Pan_CIT_Cal_S_19_0027,CIT,Calciatori 2018-2019,Panini,2019,Sticker,27,Alejandro Gómez,Atalanta,,,2,
Pan_CIT_Cal_S_23_0659,CIT,Calciatori 2022-2023,Panini,2023,Sticker,659,Monterosi Tuscia / Pescara / Picerno / Potenza,Serie C,rainbow foil,,1,
Pan_CIT_Cal_S_23_0658,CIT,Calciatori 2022-2023,Panini,2023,Sticker,658,Giugliano / Juve Stabia / Latina / Monopoli,Serie C,rainbow foil,,1,
Pan_CIT_Cal_S_23_0655,CIT,Calciatori 2022-2023,Panini,2023,Sticker,655,Siena / Torres / Virtus Entella / Vis Pesaro,Serie C,rainbow foil,,1,
Pan_CIT_Cal_S_23_0652,CIT,Calciatori 2022-2023,Panini,2023,Sticker,652,Cesena / Fermana / Fiorenzuola / Gubbio,Serie C,rainbow foil,,3,
Pan_CIT_Cal_S_23_0648,CIT,Calciatori 2022-2023,Panini,2023,Sticker,648,Padova / Pergolettese / Piacenza / Pordenone,Serie C,rainbow foil,,2,
Pan_CIT_Cal_S_23_0646,CIT,Calciatori 2022-2023,Panini,2023,Sticker,646,AlbinoLeffe / Arzignano Valchiampo / Feralpisalò / Juventus Next Gen,Serie C,rainbow foil,,1,
Pan_CIT_Cal_S_23_0644,CIT,Calciatori 2022-2023,Panini,2023,Sticker,644,Tanner Tessmann / Michaël Cuisance / Luca Fiordilino / Domen Črnigoj,Venezia,-,,1,
